SSN,Disease_Type,Age_Group,Gender,State,Race,Smoking,Alcohol_Consumption,Education_Level,Insurance_Type,Exercise_Frequency,Diet_Quality,Sleep_Hours,Stress_Level,Occupation,Family_History,BMI_Category,Income_Level
396-71-8865,Fibromyalgia,31-45,Female,Texas,Hispanic,Former,Heavy,Graduate degree,Medicare,3-4 times/week,Excellent,6-7,Medium,Healthcare,Yes,Overweight,"$100,000+"
800-15-4569,Liver Disease,31-45,Male,California,Caucasian,Former,Never,Less than high school,Uninsured,5+ times/week,Fair,6-7,High,Healthcare,No,Underweight,"$50,000-$75,000"
389-79-3535,Type 2 Diabetes,18-30,Other,Michigan,Hispanic,Current,Heavy,Bachelor's degree,Private,1-2 times/week,Poor,8+,Low,Office/Desk Job,No,Underweight,"$100,000+"
622-85-2987,Liver Disease,18-30,Other,California,Black,Never,Occasional,Some college,Medicare,5+ times/week,Excellent,7-8,High,Education,No,Underweight,"$75,000-$100,000"
176-73-6585,Type 2 Diabetes,31-45,Male,Washington,Caucasian,Former,Never,Bachelor's degree,Private,Never,Poor,6-7,Medium,Healthcare,Yes,Obese,"$75,000-$100,000"
834-43-8711,Heart Disease,61+,Other,New York,Native American,Former,Never,Some college,Private,3-4 times/week,Fair,Less than 6,Low,Healthcare,Yes,Underweight,"$100,000+"
292-88-7464,Hypertension,61+,Other,California,Black,Former,Heavy,Less than high school,Private,1-2 times/week,Fair,8+,Low,Service Industry,Yes,Normal,"$75,000-$100,000"
802-44-4102,Colorectal Cancer,18-30,Other,California,Asian,Never,Occasional,Less than high school,Medicaid,5+ times/week,Poor,Less than 6,High,Unemployed,Yes,Normal,"$100,000+"
835-55-3045,Heart Disease,61+,Other,Massachusetts,Other,Current,Heavy,Bachelor's degree,Uninsured,5+ times/week,Fair,7-8,Medium,Retired,No,Overweight,"Less than $30,000"
922-16-9277,Heart Disease,31-45,Other,California,Black,Current,Regular,Some college,Medicaid,5+ times/week,Excellent,Less than 6,Medium,Office/Desk Job,Yes,Normal,"$30,000-$50,000"
886-29-9063,Fibromyalgia,46-60,Female,Ohio,Other,Former,Never,Bachelor's degree,Uninsured,1-2 times/week,Poor,7-8,Low,Office/Desk Job,Yes,Overweight,"$100,000+"
790-14-7480,Chronic Kidney Disease,18-30,Male,Massachusetts,Other,Former,Never,Graduate degree,Private,Never,Excellent,7-8,Low,Education,No,Overweight,"$75,000-$100,000"
497-25-5651,Multiple Sclerosis,46-60,Other,New York,Other,Never,Regular,Bachelor's degree,Uninsured,3-4 times/week,Poor,6-7,High,Retired,No,Underweight,"$100,000+"
791-93-1669,Arthritis,46-60,Female,Pennsylvania,Black,Former,Heavy,Bachelor's degree,Medicare,3-4 times/week,Good,8+,Low,Unemployed,No,Obese,"$75,000-$100,000"
209-32-1298,Obesity,18-30,Male,Ohio,Asian,Never,Regular,Bachelor's degree,Private,3-4 times/week,Good,8+,Medium,Retired,Yes,Normal,"$100,000+"
273-81-4778,Chronic Respiratory Disease,46-60,Female,Texas,Native American,Current,Heavy,Bachelor's degree,Medicare,5+ times/week,Fair,Less than 6,Medium,Manual Labor,No,Underweight,"$75,000-$100,000"
120-89-1849,Hypertension,46-60,Male,Georgia,Hispanic,Never,Occasional,Bachelor's degree,Private,1-2 times/week,Fair,6-7,High,Healthcare,No,Underweight,"$100,000+"
259-55-3067,Sleep Apnea,31-45,Other,Michigan,Black,Never,Never,Some college,Private,3-4 times/week,Poor,Less than 6,High,Manual Labor,No,Obese,"$50,000-$75,000"
627-51-3968,Heart Disease,31-45,Other,Virginia,Black,Never,Heavy,Graduate degree,Medicare,Never,Excellent,7-8,Low,Unemployed,Yes,Obese,"$75,000-$100,000"
952-59-1103,Chronic Kidney Disease,18-30,Other,Arizona,Caucasian,Current,Never,Some college,Uninsured,1-2 times/week,Excellent,Less than 6,Low,Manual Labor,No,Obese,"$50,000-$75,000"
148-59-8279,Chronic Respiratory Disease,18-30,Male,Texas,Black,Current,Heavy,Less than high school,Uninsured,Never,Good,6-7,High,Unemployed,Yes,Underweight,"Less than $30,000"
117-47-1776,Heart Disease,46-60,Male,Virginia,Black,Current,Occasional,Bachelor's degree,Medicaid,Never,Good,6-7,Low,Healthcare,Yes,Underweight,"$100,000+"
459-93-7293,Lung Cancer,31-45,Male,Michigan,Other,Current,Never,Less than high school,Uninsured,1-2 times/week,Poor,7-8,Medium,Healthcare,No,Obese,"$75,000-$100,000"
917-51-9525,Colorectal Cancer,31-45,Male,Florida,Black,Former,Occasional,High school graduate,Medicare,5+ times/week,Good,Less than 6,High,Service Industry,Yes,Normal,"$30,000-$50,000"
245-26-4384,Depression,46-60,Male,Pennsylvania,Black,Current,Never,Bachelor's degree,Private,3-4 times/week,Good,Less than 6,Medium,Manual Labor,No,Obese,"$100,000+"
386-87-4442,Chronic Respiratory Disease,31-45,Other,Colorado,Black,Current,Never,High school graduate,Medicare,1-2 times/week,Poor,8+,Low,Education,No,Underweight,"Less than $30,000"
566-80-8824,Multiple Sclerosis,18-30,Other,New York,Black,Never,Never,Less than high school,Medicaid,5+ times/week,Fair,7-8,Low,Office/Desk Job,Yes,Underweight,"$75,000-$100,000"
577-98-4533,Colorectal Cancer,18-30,Male,Virginia,Hispanic,Never,Never,Bachelor's degree,Uninsured,5+ times/week,Excellent,Less than 6,High,Service Industry,Yes,Overweight,"$75,000-$100,000"
310-15-9885,Chronic Respiratory Disease,46-60,Female,Florida,Native American,Former,Heavy,Graduate degree,Medicare,3-4 times/week,Excellent,7-8,Low,Education,Yes,Normal,"$50,000-$75,000"
895-11-2771,Lung Cancer,46-60,Other,Ohio,Black,Former,Regular,Graduate degree,Uninsured,5+ times/week,Fair,6-7,Medium,Healthcare,No,Underweight,"$100,000+"
701-21-9450,Chronic Respiratory Disease,31-45,Female,Georgia,Black,Current,Never,Graduate degree,Private,Never,Good,6-7,Medium,Retired,No,Obese,"$75,000-$100,000"
100-30-6834,Obesity,31-45,Other,Michigan,Hispanic,Never,Heavy,Bachelor's degree,Private,Never,Fair,7-8,High,Office/Desk Job,Yes,Normal,"$75,000-$100,000"
223-90-7708,Colorectal Cancer,31-45,Male,Florida,Other,Never,Occasional,Bachelor's degree,Uninsured,1-2 times/week,Poor,6-7,Medium,Manual Labor,No,Overweight,"$75,000-$100,000"
421-76-5516,Heart Disease,61+,Male,Washington,Native American,Former,Regular,Less than high school,Private,3-4 times/week,Fair,6-7,High,Retired,No,Overweight,"$75,000-$100,000"
294-17-7187,Lung Cancer,31-45,Male,Arizona,Asian,Never,Heavy,Some college,Medicare,1-2 times/week,Good,8+,Low,Service Industry,No,Normal,"$30,000-$50,000"
867-27-1064,Hypertension,61+,Other,Ohio,Other,Former,Occasional,Bachelor's degree,Medicaid,5+ times/week,Poor,6-7,Low,Service Industry,No,Obese,"$30,000-$50,000"
398-94-4357,Hypertension,61+,Female,New York,Hispanic,Never,Heavy,Graduate degree,Uninsured,3-4 times/week,Excellent,7-8,Low,Retired,No,Underweight,"$75,000-$100,000"
226-65-7121,Depression,31-45,Female,California,Black,Never,Regular,Graduate degree,Medicaid,3-4 times/week,Excellent,Less than 6,Low,Office/Desk Job,No,Obese,"$75,000-$100,000"
680-70-4695,Colorectal Cancer,18-30,Other,North Carolina,Hispanic,Former,Regular,Graduate degree,Medicare,5+ times/week,Poor,7-8,High,Manual Labor,No,Normal,"$75,000-$100,000"
795-78-4171,Chronic Kidney Disease,31-45,Male,Michigan,Other,Former,Never,Some college,Uninsured,1-2 times/week,Fair,7-8,Low,Service Industry,No,Underweight,"Less than $30,000"
516-84-5544,Colorectal Cancer,61+,Female,North Carolina,Other,Current,Occasional,Bachelor's degree,Medicare,1-2 times/week,Poor,7-8,Low,Retired,Yes,Underweight,"$50,000-$75,000"
720-43-5986,Fibromyalgia,18-30,Other,Washington,Caucasian,Former,Heavy,Graduate degree,Medicare,5+ times/week,Fair,7-8,Low,Unemployed,No,Normal,"$75,000-$100,000"
360-14-1471,Type 2 Diabetes,31-45,Female,California,Hispanic,Former,Heavy,Some college,Medicaid,3-4 times/week,Fair,Less than 6,Low,Manual Labor,Yes,Underweight,"$50,000-$75,000"
778-58-2086,Chronic Respiratory Disease,46-60,Female,Michigan,Hispanic,Current,Regular,Bachelor's degree,Private,3-4 times/week,Good,7-8,Medium,Manual Labor,Yes,Overweight,"$30,000-$50,000"
690-91-1662,Lung Cancer,46-60,Male,Massachusetts,Black,Current,Occasional,High school graduate,Private,5+ times/week,Poor,6-7,Low,Healthcare,No,Overweight,"$30,000-$50,000"
320-99-4519,Multiple Sclerosis,31-45,Female,Massachusetts,Native American,Former,Occasional,Less than high school,Medicare,3-4 times/week,Poor,6-7,High,Unemployed,No,Overweight,"$75,000-$100,000"
313-63-6764,Lung Cancer,31-45,Female,Virginia,Black,Current,Never,Less than high school,Medicare,Never,Good,Less than 6,Low,Healthcare,Yes,Underweight,"$100,000+"
744-46-3416,Chronic Kidney Disease,46-60,Male,Arizona,Black,Former,Regular,Graduate degree,Uninsured,1-2 times/week,Fair,8+,Low,Education,Yes,Overweight,"$100,000+"
582-77-8756,Breast Cancer,18-30,Other,Virginia,Hispanic,Former,Never,High school graduate,Medicaid,1-2 times/week,Poor,6-7,Low,Healthcare,No,Overweight,"Less than $30,000"
942-97-2132,Fibromyalgia,46-60,Male,California,Caucasian,Never,Heavy,Bachelor's degree,Medicaid,Never,Fair,6-7,Medium,Manual Labor,No,Overweight,"$75,000-$100,000"
557-19-1423,Obesity,18-30,Other,Colorado,Native American,Former,Occasional,Bachelor's degree,Private,3-4 times/week,Excellent,7-8,Low,Manual Labor,No,Obese,"$30,000-$50,000"
833-60-3847,Chronic Kidney Disease,46-60,Other,Illinois,Native American,Never,Heavy,High school graduate,Uninsured,1-2 times/week,Fair,Less than 6,Low,Retired,No,Overweight,"$100,000+"
749-87-8925,Arthritis,31-45,Male,New York,Asian,Never,Regular,Less than high school,Private,3-4 times/week,Fair,Less than 6,High,Service Industry,No,Underweight,"$50,000-$75,000"
101-67-7477,Lung Cancer,31-45,Male,North Carolina,Other,Current,Occasional,Bachelor's degree,Uninsured,1-2 times/week,Excellent,6-7,Low,Office/Desk Job,No,Underweight,"$100,000+"
285-66-7995,Heart Disease,31-45,Male,Illinois,Other,Former,Occasional,Graduate degree,Uninsured,5+ times/week,Good,Less than 6,High,Education,No,Underweight,"$75,000-$100,000"
922-92-6326,Chronic Respiratory Disease,18-30,Female,Georgia,Black,Current,Never,Bachelor's degree,Private,5+ times/week,Good,8+,High,Retired,Yes,Normal,"$100,000+"
301-69-7251,Breast Cancer,61+,Female,California,Hispanic,Current,Heavy,Some college,Medicaid,3-4 times/week,Fair,Less than 6,High,Retired,No,Overweight,"$30,000-$50,000"
536-38-5824,Liver Disease,46-60,Other,Michigan,Native American,Never,Never,Less than high school,Medicare,5+ times/week,Poor,6-7,Low,Office/Desk Job,No,Normal,"$50,000-$75,000"
652-17-7363,Chronic Kidney Disease,46-60,Female,Arizona,Caucasian,Never,Never,Graduate degree,Uninsured,3-4 times/week,Good,Less than 6,Low,Unemployed,No,Overweight,"$100,000+"
575-79-6913,Heart Disease,61+,Other,Illinois,Asian,Never,Occasional,Bachelor's degree,Uninsured,Never,Excellent,8+,Medium,Retired,Yes,Normal,"$75,000-$100,000"
626-83-6496,Hypertension,31-45,Male,Arizona,Asian,Former,Occasional,Less than high school,Medicaid,Never,Good,Less than 6,High,Healthcare,Yes,Obese,"$75,000-$100,000"
634-24-9823,Fibromyalgia,46-60,Male,Florida,Hispanic,Never,Heavy,Some college,Medicare,3-4 times/week,Poor,6-7,Medium,Manual Labor,No,Underweight,"$30,000-$50,000"
612-21-6908,Chronic Respiratory Disease,61+,Other,New York,Hispanic,Never,Never,Some college,Medicare,Never,Good,6-7,Medium,Education,Yes,Underweight,"$75,000-$100,000"
714-65-8977,Liver Disease,18-30,Female,Illinois,Other,Current,Occasional,Some college,Private,3-4 times/week,Excellent,8+,Medium,Education,Yes,Underweight,"Less than $30,000"
441-27-1145,Liver Disease,46-60,Male,Texas,Asian,Former,Occasional,Graduate degree,Medicaid,3-4 times/week,Fair,6-7,Medium,Healthcare,Yes,Overweight,"$50,000-$75,000"
510-57-6007,Liver Disease,46-60,Male,Florida,Black,Never,Occasional,Graduate degree,Medicare,3-4 times/week,Good,8+,High,Office/Desk Job,No,Overweight,"$75,000-$100,000"
761-74-8158,Chronic Respiratory Disease,31-45,Female,Illinois,Hispanic,Current,Heavy,Some college,Medicaid,Never,Good,6-7,Low,Service Industry,No,Normal,"$30,000-$50,000"
972-35-3084,Sleep Apnea,61+,Female,Ohio,Native American,Never,Occasional,High school graduate,Medicare,5+ times/week,Fair,8+,Low,Retired,No,Normal,"$75,000-$100,000"
966-39-4984,Chronic Kidney Disease,61+,Male,California,Hispanic,Current,Heavy,High school graduate,Private,1-2 times/week,Poor,7-8,Low,Retired,No,Underweight,"$75,000-$100,000"
718-22-7683,Lung Cancer,46-60,Male,Georgia,Asian,Former,Never,Some college,Medicare,5+ times/week,Fair,7-8,Medium,Retired,No,Underweight,"$100,000+"
910-52-7251,Type 2 Diabetes,18-30,Female,Ohio,Hispanic,Former,Heavy,Less than high school,Uninsured,5+ times/week,Excellent,6-7,High,Office/Desk Job,Yes,Normal,"$75,000-$100,000"
420-70-6771,Chronic Respiratory Disease,46-60,Female,North Carolina,Black,Current,Occasional,Some college,Medicaid,3-4 times/week,Excellent,6-7,Low,Unemployed,No,Overweight,"$75,000-$100,000"
772-17-4036,Colorectal Cancer,46-60,Female,Arizona,Hispanic,Never,Heavy,Bachelor's degree,Medicare,5+ times/week,Good,Less than 6,High,Education,Yes,Normal,"$75,000-$100,000"
129-97-4919,Obesity,46-60,Female,Illinois,Caucasian,Current,Heavy,Some college,Medicare,3-4 times/week,Good,6-7,High,Office/Desk Job,No,Underweight,"$30,000-$50,000"
194-93-6905,Multiple Sclerosis,61+,Other,Pennsylvania,Black,Never,Occasional,Some college,Uninsured,Never,Fair,8+,Low,Retired,Yes,Overweight,"$100,000+"
211-91-1885,Heart Disease,46-60,Female,California,Black,Current,Never,Graduate degree,Uninsured,Never,Fair,7-8,High,Retired,Yes,Obese,"$75,000-$100,000"
752-40-8092,Sleep Apnea,46-60,Other,Michigan,Caucasian,Never,Regular,Graduate degree,Medicare,1-2 times/week,Excellent,Less than 6,Medium,Service Industry,Yes,Normal,"$75,000-$100,000"
362-88-1953,Fibromyalgia,31-45,Other,Illinois,Asian,Never,Never,Less than high school,Medicare,3-4 times/week,Good,Less than 6,Medium,Retired,No,Overweight,"$75,000-$100,000"
995-85-9824,Heart Disease,61+,Other,Virginia,Caucasian,Current,Occasional,Some college,Medicare,Never,Fair,7-8,Medium,Retired,No,Obese,"$100,000+"
705-19-5449,Obesity,31-45,Male,Pennsylvania,Asian,Never,Regular,Bachelor's degree,Medicare,Never,Fair,8+,High,Office/Desk Job,Yes,Overweight,"$75,000-$100,000"
362-71-3307,Heart Disease,61+,Other,Ohio,Hispanic,Former,Heavy,High school graduate,Uninsured,3-4 times/week,Excellent,7-8,Low,Education,Yes,Normal,"$75,000-$100,000"
402-42-2270,Heart Disease,61+,Other,Texas,Asian,Current,Regular,Less than high school,Medicare,Never,Good,Less than 6,High,Manual Labor,Yes,Obese,"$30,000-$50,000"
548-97-8087,Arthritis,31-45,Male,Illinois,Native American,Current,Occasional,Some college,Uninsured,1-2 times/week,Poor,Less than 6,Medium,Healthcare,Yes,Underweight,"$50,000-$75,000"
975-97-8141,Chronic Respiratory Disease,46-60,Female,North Carolina,Native American,Never,Never,High school graduate,Medicare,5+ times/week,Good,7-8,Medium,Manual Labor,Yes,Overweight,"$50,000-$75,000"
784-42-7065,Type 2 Diabetes,46-60,Other,Colorado,Hispanic,Former,Occasional,Less than high school,Medicare,5+ times/week,Fair,Less than 6,Low,Education,No,Obese,"$100,000+"
616-73-4545,Fibromyalgia,31-45,Male,Florida,Hispanic,Never,Regular,Less than high school,Medicaid,Never,Poor,6-7,Medium,Unemployed,Yes,Normal,"$30,000-$50,000"
420-87-7414,Hypertension,61+,Female,Ohio,Black,Former,Heavy,Bachelor's degree,Private,Never,Fair,7-8,Medium,Retired,Yes,Obese,"$30,000-$50,000"
560-21-3560,Chronic Kidney Disease,61+,Male,Florida,Asian,Never,Never,Some college,Medicare,3-4 times/week,Fair,6-7,High,Retired,No,Underweight,"$100,000+"
501-98-4314,Colorectal Cancer,31-45,Other,Pennsylvania,Native American,Never,Occasional,Bachelor's degree,Uninsured,3-4 times/week,Excellent,7-8,High,Office/Desk Job,Yes,Underweight,"$100,000+"
877-20-9270,Depression,18-30,Other,Florida,Other,Former,Heavy,High school graduate,Private,5+ times/week,Fair,Less than 6,High,Office/Desk Job,No,Obese,"$100,000+"
877-55-4891,Arthritis,46-60,Other,Virginia,Hispanic,Former,Regular,Graduate degree,Medicaid,Never,Poor,Less than 6,Medium,Unemployed,Yes,Normal,"$75,000-$100,000"
610-53-8520,Type 2 Diabetes,31-45,Other,Illinois,Native American,Never,Occasional,High school graduate,Private,5+ times/week,Excellent,8+,Low,Healthcare,No,Underweight,"$50,000-$75,000"
581-24-8709,Arthritis,61+,Female,Washington,Other,Current,Regular,Some college,Medicare,3-4 times/week,Good,7-8,Medium,Service Industry,Yes,Overweight,"$30,000-$50,000"
721-27-6818,Heart Disease,61+,Other,New York,Caucasian,Current,Never,Bachelor's degree,Uninsured,Never,Fair,Less than 6,Medium,Unemployed,No,Obese,"$75,000-$100,000"
272-69-5791,Chronic Kidney Disease,18-30,Other,Michigan,Asian,Former,Occasional,Some college,Uninsured,Never,Fair,6-7,Medium,Education,Yes,Overweight,"$100,000+"
510-62-8637,Chronic Respiratory Disease,61+,Male,Washington,Asian,Current,Heavy,Some college,Uninsured,3-4 times/week,Poor,6-7,Medium,Unemployed,Yes,Normal,"$50,000-$75,000"
757-14-6433,Fibromyalgia,31-45,Female,North Carolina,Hispanic,Never,Never,Bachelor's degree,Uninsured,5+ times/week,Excellent,Less than 6,High,Education,No,Underweight,"$75,000-$100,000"
817-93-1200,Colorectal Cancer,31-45,Other,Colorado,Hispanic,Former,Regular,Bachelor's degree,Medicare,3-4 times/week,Excellent,8+,High,Education,Yes,Obese,"$100,000+"
167-36-6760,Liver Disease,46-60,Female,Texas,Other,Former,Occasional,Less than high school,Medicare,5+ times/week,Poor,Less than 6,High,Education,Yes,Underweight,"$50,000-$75,000"
659-94-7205,Heart Disease,31-45,Male,Ohio,Other,Former,Never,High school graduate,Private,5+ times/week,Fair,8+,High,Office/Desk Job,Yes,Normal,"$50,000-$75,000"
913-79-7375,Heart Disease,31-45,Other,Texas,Other,Current,Heavy,Graduate degree,Private,5+ times/week,Fair,8+,Medium,Retired,Yes,Normal,"Less than $30,000"
588-33-9069,Multiple Sclerosis,46-60,Male,Washington,Asian,Current,Occasional,Bachelor's degree,Private,3-4 times/week,Excellent,Less than 6,Low,Education,Yes,Normal,"$75,000-$100,000"
597-96-2989,Colorectal Cancer,46-60,Female,Colorado,Black,Former,Heavy,Some college,Medicare,1-2 times/week,Poor,8+,Medium,Education,Yes,Underweight,"$100,000+"
802-22-7248,Arthritis,61+,Other,Georgia,Hispanic,Current,Heavy,High school graduate,Uninsured,1-2 times/week,Excellent,7-8,High,Retired,Yes,Obese,"$75,000-$100,000"
196-21-6137,Heart Disease,61+,Other,Arizona,Other,Never,Never,Some college,Medicare,5+ times/week,Poor,8+,Medium,Office/Desk Job,Yes,Underweight,"$50,000-$75,000"
738-96-9088,Chronic Respiratory Disease,61+,Female,Virginia,Black,Current,Regular,Less than high school,Private,5+ times/week,Excellent,6-7,High,Retired,No,Normal,"$30,000-$50,000"
536-87-4128,Liver Disease,18-30,Other,Arizona,Native American,Former,Occasional,High school graduate,Medicaid,Never,Poor,7-8,Low,Unemployed,No,Underweight,"$30,000-$50,000"
778-49-8159,Lung Cancer,61+,Other,Pennsylvania,Asian,Current,Regular,Graduate degree,Private,Never,Good,6-7,Medium,Healthcare,No,Underweight,"$75,000-$100,000"
581-63-6445,Arthritis,61+,Female,California,Hispanic,Never,Occasional,High school graduate,Uninsured,3-4 times/week,Good,8+,Low,Retired,Yes,Underweight,"$75,000-$100,000"
648-28-2524,Chronic Respiratory Disease,31-45,Male,Ohio,Native American,Former,Regular,Some college,Private,3-4 times/week,Poor,Less than 6,Medium,Service Industry,Yes,Obese,"$100,000+"
492-24-3226,Fibromyalgia,31-45,Other,Texas,Hispanic,Never,Never,Graduate degree,Uninsured,5+ times/week,Poor,Less than 6,Medium,Unemployed,No,Underweight,"$75,000-$100,000"
927-52-6814,Chronic Respiratory Disease,61+,Other,Arizona,Black,Current,Occasional,Some college,Uninsured,Never,Poor,8+,Low,Education,Yes,Obese,"$75,000-$100,000"
146-24-9808,Type 2 Diabetes,18-30,Female,New York,Asian,Never,Never,Graduate degree,Medicare,5+ times/week,Poor,7-8,Medium,Office/Desk Job,No,Underweight,"$75,000-$100,000"
605-53-9501,Hypertension,46-60,Other,Washington,Native American,Never,Heavy,High school graduate,Uninsured,3-4 times/week,Poor,6-7,High,Office/Desk Job,No,Obese,"$100,000+"
